occasion,relationship,gender,ageType,ageGroup,knownDuration,kidDislikes,kidToyTypes,personality,experiencePreference,handmadePreference,budgetFlexibility,stylePreference,surpriseReaction,connectionImportance,noteImportance,handmadeOverStore,sharedMemoriesAppreciation,relationshipCloseness,uniqueGiftValue,practicalOverSentimental,budget,gift_type
Thank you gift,"Extended Family (Aunt, Uncle, Cousin)",Female,Kid,9–12,Unknown,Animated Cartoons,Building Toys (e.g. LEGO),2,5,4,2,5,2,2,2,4,2,1,1,1,More than 5000 PKR,Accessories
Thank you gift,"Extended Family (Aunt, Uncle, Cousin)",Female,Kid,9–12,Unknown,Animated Cartoons,Building Toys (e.g. LEGO),2,5,4,2,5,2,2,2,4,2,1,1,1,3500 – 5500 PKR,Toys
Birthday,"Close Family(Parent, Sibling, Child)",Male,Adult,16–20,5+ year,Unknown,Unknown,3,3,3,3,3,3,3,3,3,3,3,3,3,3000–4000 PKR,Edible Stuff
Birthday|Holiday|Wedding/Engagement gift|Thank you gift,Friend,Male,Adult,20–25,1–3 year,Unknown,Unknown,3,3,3,3,3,3,3,3,3,3,3,3,3,"7000–10,000 PKR",Perfume
Birthday|Anniversary|Wedding/Engagement gift,"Close Family(Parent, Sibling, Child)",Male,Adult,20–25,1–3 year,Unknown,Unknown,3,3,3,3,3,3,3,3,3,3,3,3,3,"10,000–12,000 PKR",Perfume
Birthday|Anniversary|Wedding/Engagement gift,"Close Family(Parent, Sibling, Child)",Male,Adult,20–25,1–3 year,Unknown,Unknown,3,3,3,3,3,3,3,3,3,3,3,3,3,"7000–10,000 PKR",Perfume
Birthday|Anniversary|Wedding/Engagement gift,"Close Family(Parent, Sibling, Child)",Male,Adult,20–25,1–3 year,Unknown,Unknown,3,3,3,3,3,3,3,3,3,3,3,3,3,"7000–10,000 PKR",Perfume
Graduation|Thank you gift,"Extended Family (Aunt, Uncle, Cousin)",Male,Kid,9–12,Unknown,Stuffed Animals|Messy Crafts,Building Toys (e.g. LEGO),3,3,3,3,3,3,3,3,3,3,3,3,3,4000–5000 PKR,Edible Stuff
Thank you gift,Friend,Male,Kid,6–9,Unknown,Other,Other|Outdoor/ Sports,3,3,3,3,3,3,3,3,3,3,3,3,3,6000–7000 PKR,Edible Stuff
Thank you gift,Other,Male,Adult,25–35,3–5 year,Unknown,Unknown,3,3,3,3,3,3,3,3,3,3,3,3,3,5000–6000 PKR,Edible Stuff
Thank you gift,Other,Male,Adult,25–35,1–3 year,Unknown,Unknown,3,3,3,3,3,3,3,3,3,3,3,3,3,4000–5000 PKR,Edible Stuff
Anniversary,"Extended Family (Aunt, Uncle, Cousin)",Female,Adult,25–35,1–3 year,Unknown,Unknown,4,5,4,4,5,5,5,5,5,3,5,3,5,4000–5000 PKR,Jewellery
Anniversary,"Extended Family (Aunt, Uncle, Cousin)",Female,Adult,25–35,1–3 year,Unknown,Unknown,4,5,4,4,5,5,5,5,5,3,5,3,5,"12,000–15,000 PKR",Perfume
Anniversary,"Extended Family (Aunt, Uncle, Cousin)",Female,Adult,25–35,1–3 year,Unknown,Unknown,4,5,4,4,5,5,5,5,5,3,5,3,5,"20,000–25,000 PKR",Bag/Wallet
Anniversary,"Extended Family (Aunt, Uncle, Cousin)",Female,Adult,25–35,1–3 year,Unknown,Unknown,4,5,4,4,5,5,5,5,5,3,5,3,5,"10,000–15,000 PKR",Makeup Products
Graduation,"Extended Family (Aunt, Uncle, Cousin)",Male,Adult,More than 35 years,1–3 year,Unknown,Unknown,4,5,4,4,5,5,5,5,5,3,5,3,5,6000–7000 PKR,Edible Stuff
Graduation,"Extended Family (Aunt, Uncle, Cousin)",Male,Kid,9–12,Unknown,Electronic Gadgets|Stuffed Animals,Arts & Crafts,4,5,4,4,5,5,5,5,5,3,5,3,5,More than 7500 PKR,Toys
Holiday,Friend,Male,Adult,More than 35 years,Less than a year,Unknown,Unknown,3,3,3,5,3,3,3,5,4,5,3,3,3,5000 PKR,Perfume
Graduation,Friend,Female,Adult,20–25,5+ year,Unknown,Unknown,3,3,3,3,3,3,3,3,3,3,3,3,3,"10,000–15,000 PKR",Clothing
Birthday,"Close Family(Parent, Sibling, Child)",Male,Kid,9–12,Unknown,Labubu Dolls,Building Toys (e.g. LEGO)|Arts & Crafts|Tech/ Games,3,3,3,3,3,3,3,3,3,3,3,3,3,3500 – 5500 PKR,Toys
Birthday,"Close Family(Parent, Sibling, Child)",Male,Kid,9–12,Unknown,Labubu Dolls,Building Toys (e.g. LEGO)|Arts & Crafts|Tech/ Games,3,3,3,3,3,3,3,3,3,3,3,3,3,3000–4000 PKR,Edible Stuff
Get well soon,Spouse,Female,Adult,20–25,1–3 year,Unknown,Unknown,3,3,3,3,3,3,3,3,3,3,3,3,3,"10,000–15,000 PKR",Makeup Products
Get well soon,Spouse,Female,Adult,20–25,1–3 year,Unknown,Unknown,3,3,3,3,3,3,3,3,3,3,3,3,3,6000–7000 PKR,Edible Stuff
Get well soon,Spouse,Female,Adult,20–25,1–3 year,Unknown,Unknown,3,3,3,3,3,3,3,3,3,3,3,3,3,"15,000–20,000 PKR",Clothing
Holiday,Colleague/Professional,Male,Adult,20–25,Less than a year,Unknown,Unknown,3,3,3,3,3,3,3,3,3,3,3,3,3,"5000–10,000 PKR",Shoes
Holiday,Colleague/Professional,Male,Adult,20–25,Less than a year,Unknown,Unknown,3,3,3,3,3,3,3,3,3,3,3,3,3,"8000–10,000 PKR",Wallet
Holiday,Colleague/Professional,Male,Adult,20–25,Less than a year,Unknown,Unknown,3,3,3,3,3,3,3,3,3,3,3,3,3,"12,000–15,000 PKR",Perfume
